Customer Id,Transaction date,Amount (Ksh)
27879,12/23/21 0:00,350
27879,12/30/21 0:00,350
29103,9/7/21 0:00,350
29103,11/8/21 0:00,350
29103,8/18/21 0:00,350
29103,12/9/21 0:00,350
29103,9/20/21 0:00,350
29103,9/28/21 0:00,350
29103,5/10/21 0:00,350
29103,10/16/21 0:00,350
29103,10/23/21 0:00,350
29103,10/30/21 0:00,350
29103,11/14/21 0:00,350
29103,11/21/21 0:00,350
29103,12/23/21 0:00,350
29103,12/30/21 0:00,350
29906,9/30/21 0:00,350
29906,7/10/21 0:00,350
29906,10/14/21 0:00,350
29906,10/21/21 0:00,350
29906,10/28/21 0:00,350
29906,4/11/21 0:00,350
29906,11/11/21 0:00,350
29906,11/18/21 0:00,350
29906,2/12/21 0:00,350
29906,9/12/21 0:00,350
29906,12/16/21 0:00,350
29906,12/23/21 0:00,350
29906,12/30/21 0:00,350
29920,9/25/21 0:00,350
29920,6/10/21 0:00,350
29920,10/13/21 0:00,350
29920,10/30/21 0:00,350
29920,11/29/21 0:00,350
29920,10/12/21 0:00,350
29920,12/17/21 0:00,350
29920,12/24/21 0:00,350
29920,12/31/21 0:00,350
30200,10/23/21 0:00,350
30200,10/30/21 0:00,350
30200,6/11/21 0:00,350
30200,11/13/21 0:00,350
30200,11/20/21 0:00,350
30200,11/27/21 0:00,350
30200,4/12/21 0:00,350
30200,12/12/21 0:00,350
30200,12/19/21 0:00,350
30200,12/26/21 0:00,350
30225,8/31/21 0:00,350
30225,7/9/21 0:00,350
30225,9/14/21 0:00,350
30225,9/21/21 0:00,350
30225,9/28/21 0:00,350
30225,5/10/21 0:00,350
30225,12/10/21 0:00,350
30225,10/19/21 0:00,350
30225,10/26/21 0:00,350
30225,2/11/21 0:00,350
30225,12/11/21 0:00,350
30225,11/28/21 0:00,350
30225,5/12/21 0:00,350
30225,12/12/21 0:00,350
30225,12/28/21 0:00,350
30415,7/7/21 0:00,350
30415,7/15/21 0:00,350
30415,7/22/21 0:00,350
30415,7/29/21 0:00,350
30415,5/8/21 0:00,350
30415,12/8/21 0:00,350
30415,8/28/21 0:00,350
30415,4/9/21 0:00,350
30415,11/9/21 0:00,350
30415,9/18/21 0:00,350
30415,9/30/21 0:00,350
30415,7/10/21 0:00,350
30415,10/14/21 0:00,350
30415,10/21/21 0:00,350
30415,10/28/21 0:00,350
30415,7/11/21 0:00,350
30415,11/24/21 0:00,350
30415,1/12/21 0:00,350
30415,8/12/21 0:00,350
30415,12/15/21 0:00,350
30415,12/22/21 0:00,350
30415,12/29/21 0:00,350
30433,7/20/21 0:00,350
30433,7/27/21 0:00,350
30433,4/8/21 0:00,350
30433,8/16/21 0:00,350
30433,8/24/21 0:00,350
30433,8/31/21 0:00,350
30433,8/9/21 0:00,350
30433,9/15/21 0:00,350
30433,9/23/21 0:00,350
30433,9/30/21 0:00,350
30433,7/10/21 0:00,350
30433,10/15/21 0:00,350
30433,10/25/21 0:00,350
30433,9/11/21 0:00,350
30433,11/16/21 0:00,350
30433,11/23/21 0:00,350
30433,11/30/21 0:00,350
30433,8/12/21 0:00,350
30433,12/14/21 0:00,350
30433,12/21/21 0:00,350
30433,12/28/21 0:00,350
30585,12/7/21 0:00,350
30585,7/22/21 0:00,350
30585,7/31/21 0:00,350
30650,9/14/21 0:00,350
30650,9/21/21 0:00,350
30650,9/28/21 0:00,350
30650,5/10/21 0:00,350
30650,12/10/21 0:00,350
30650,10/25/21 0:00,350
30650,1/11/21 0:00,350
30650,8/11/21 0:00,350
30650,11/15/21 0:00,350
30650,11/22/21 0:00,350
30650,11/29/21 0:00,350
30650,6/12/21 0:00,350
30650,12/13/21 0:00,350
30650,12/20/21 0:00,350
30650,12/27/21 0:00,350
31257,9/24/21 0:00,350
31257,8/10/21 0:00,350
31257,10/25/21 0:00,350
31257,8/11/21 0:00,350
31257,11/15/21 0:00,350
31257,11/27/21 0:00,350
31257,4/12/21 0:00,350
31257,12/13/21 0:00,350
31257,12/20/21 0:00,350
31257,12/27/21 0:00,350
31262,7/16/21 0:00,350
31262,11/8/21 0:00,350
31433,2/7/21 0:00,350
31433,12/7/21 0:00,350
31433,7/19/21 0:00,350
31433,7/29/21 0:00,350
31433,6/8/21 0:00,350
31433,8/13/21 0:00,350
31433,8/20/21 0:00,350
31433,8/29/21 0:00,350
31433,5/9/21 0:00,350
31433,9/14/21 0:00,350
31433,9/21/21 0:00,350
31433,9/29/21 0:00,350
31433,8/10/21 0:00,350
31433,10/15/21 0:00,350
31433,10/24/21 0:00,350
31433,1/11/21 0:00,350
31433,9/11/21 0:00,350
31433,11/17/21 0:00,350
31433,11/24/21 0:00,350
31433,7/12/21 0:00,350
31433,12/14/21 0:00,350
31433,12/22/21 0:00,350
31433,12/29/21 0:00,350
32101,3/7/21 0:00,350
32101,7/18/21 0:00,350
32101,7/25/21 0:00,350
32101,2/8/21 0:00,350
32101,12/8/21 0:00,350
32101,8/19/21 0:00,350
32101,8/27/21 0:00,350
32101,3/9/21 0:00,350
32101,11/9/21 0:00,350
32101,9/19/21 0:00,350
32101,9/27/21 0:00,350
32101,4/10/21 0:00,350
32101,11/10/21 0:00,350
32101,10/22/21 0:00,350
32101,10/30/21 0:00,350
32101,6/11/21 0:00,350
32101,11/13/21 0:00,350
32101,11/20/21 0:00,350
32101,11/27/21 0:00,350
32101,4/12/21 0:00,350
32101,11/12/21 0:00,350
32101,12/18/21 0:00,350
32101,12/25/21 0:00,350
32572,9/30/21 0:00,350
32572,7/10/21 0:00,350
32572,10/14/21 0:00,350
32572,10/21/21 0:00,350
32572,5/11/21 0:00,350
32572,11/13/21 0:00,350
32572,11/24/21 0:00,350
32572,11/12/21 0:00,350
32572,12/26/21 0:00,350
32794,7/19/21 0:00,350
32794,7/26/21 0:00,350
32794,2/8/21 0:00,350
32794,8/14/21 0:00,350
32794,8/21/21 0:00,350
32794,8/28/21 0:00,350
32794,4/9/21 0:00,350
32794,11/9/21 0:00,350
32794,9/20/21 0:00,350
32794,9/27/21 0:00,350
32794,4/10/21 0:00,350
32794,11/10/21 0:00,350
32794,10/18/21 0:00,350
32794,10/25/21 0:00,350
32794,1/11/21 0:00,350
32794,10/11/21 0:00,350
32794,11/17/21 0:00,350
32794,11/24/21 0:00,350
32794,1/12/21 0:00,350
32794,9/12/21 0:00,350
32794,12/16/21 0:00,350
32794,12/23/21 0:00,350
32794,12/30/21 0:00,350
32943,7/7/21 0:00,350
32943,7/15/21 0:00,350
32943,7/22/21 0:00,350
32943,7/31/21 0:00,350
32943,7/8/21 0:00,350
32943,8/15/21 0:00,350
32943,8/23/21 0:00,350
32943,8/31/21 0:00,350
32943,7/9/21 0:00,350
32943,9/14/21 0:00,350
32943,9/21/21 0:00,350
32943,9/29/21 0:00,350
32943,10/10/21 0:00,350
32943,10/17/21 0:00,350
32943,10/24/21 0:00,350
32943,1/11/21 0:00,350
32943,9/11/21 0:00,350
32943,11/16/21 0:00,350
32943,11/24/21 0:00,350
32943,1/12/21 0:00,350
32943,8/12/21 0:00,350
32943,12/15/21 0:00,350
32943,12/22/21 0:00,350
32943,12/29/21 0:00,350
33471,7/22/21 0:00,350
33471,6/8/21 0:00,350
33471,8/16/21 0:00,350
33471,8/25/21 0:00,350
33471,1/9/21 0:00,350
33471,8/9/21 0:00,350
33471,9/15/21 0:00,350
33471,9/22/21 0:00,350
33471,9/29/21 0:00,350
33471,7/10/21 0:00,350
33471,10/15/21 0:00,350
33471,10/27/21 0:00,350
33471,3/11/21 0:00,350
33471,11/15/21 0:00,350
33471,11/22/21 0:00,350
33471,11/29/21 0:00,350
33471,6/12/21 0:00,350
33471,12/13/21 0:00,350
33471,12/20/21 0:00,350
33471,12/28/21 0:00,350
33598,12/7/21 0:00,350
33598,7/28/21 0:00,350
33598,3/9/21 0:00,350
33598,9/15/21 0:00,350
33598,1/10/21 0:00,350
33598,9/11/21 0:00,350
33598,11/24/21 0:00,350
35621,2/7/21 0:00,350
35621,7/16/21 0:00,350
35621,7/27/21 0:00,350
35644,3/8/21 0:00,350
35644,8/19/21 0:00,350
35644,8/31/21 0:00,350
35644,9/15/21 0:00,350
35644,5/11/21 0:00,350
36134,7/13/21 0:00,350
36134,7/21/21 0:00,350
36134,7/29/21 0:00,350
36134,2/9/21 0:00,350
36134,10/9/21 0:00,350
36134,9/19/21 0:00,350
36134,9/26/21 0:00,350
36134,3/10/21 0:00,350
36134,10/10/21 0:00,350
36134,10/17/21 0:00,350
36134,10/24/21 0:00,350
36134,4/11/21 0:00,350
36134,11/11/21 0:00,350
36134,11/18/21 0:00,350
36134,11/25/21 0:00,350
36134,2/12/21 0:00,350
36134,11/12/21 0:00,350
36134,12/18/21 0:00,350
36134,12/25/21 0:00,350
36368,7/19/21 0:00,350
36368,7/27/21 0:00,350
36368,3/8/21 0:00,350
36368,12/8/21 0:00,350
36368,1/10/21 0:00,350
36368,10/14/21 0:00,350
36368,10/23/21 0:00,350
36368,4/11/21 0:00,350
36368,11/17/21 0:00,350
36368,11/30/21 0:00,350
36368,7/12/21 0:00,350
36368,12/14/21 0:00,350
36368,12/28/21 0:00,350
36973,7/24/21 0:00,350
36973,7/31/21 0:00,350
36973,7/8/21 0:00,350
36973,8/15/21 0:00,350
36973,8/25/21 0:00,350
36973,2/9/21 0:00,350
36973,12/9/21 0:00,350
36973,9/22/21 0:00,350
36973,9/30/21 0:00,350
36973,12/10/21 0:00,350
36973,10/23/21 0:00,350
36973,10/31/21 0:00,350
36973,7/11/21 0:00,350
36973,11/14/21 0:00,350
36973,11/28/21 0:00,350
36973,5/12/21 0:00,350
36973,12/23/21 0:00,350
36981,6/7/21 0:00,350
36981,7/13/21 0:00,350
36981,7/20/21 0:00,350
36981,7/27/21 0:00,350
36981,4/8/21 0:00,350
36981,11/8/21 0:00,350
36981,8/18/21 0:00,350
36981,8/25/21 0:00,350
36981,1/9/21 0:00,350
36981,8/9/21 0:00,350
36981,9/15/21 0:00,350
36981,9/22/21 0:00,350
36981,9/29/21 0:00,350
36981,6/10/21 0:00,350
36981,10/13/21 0:00,350
36981,10/20/21 0:00,350
36981,10/27/21 0:00,350
36981,3/11/21 0:00,350
36981,10/11/21 0:00,350
36981,11/17/21 0:00,350
36981,11/24/21 0:00,350
36981,1/12/21 0:00,350
36981,8/12/21 0:00,350
36981,12/15/21 0:00,350
36981,12/22/21 0:00,350
36981,12/29/21 0:00,350
37133,7/24/21 0:00,350
37133,7/31/21 0:00,350
37133,8/8/21 0:00,350
37133,8/21/21 0:00,350
37133,8/28/21 0:00,350
37133,6/9/21 0:00,350
37133,9/13/21 0:00,350
37133,9/21/21 0:00,350
37133,9/30/21 0:00,350
37133,7/10/21 0:00,350
37133,10/16/21 0:00,350
37133,10/23/21 0:00,350
37133,1/11/21 0:00,350
37133,8/11/21 0:00,350
37133,11/16/21 0:00,350
37133,11/24/21 0:00,350
37133,1/12/21 0:00,350
37133,10/12/21 0:00,350
37133,12/17/21 0:00,350
37133,12/24/21 0:00,350
37133,12/31/21 0:00,350
37823,7/16/21 0:00,350
37823,7/23/21 0:00,350
37823,7/30/21 0:00,350
37823,6/8/21 0:00,350
37823,8/13/21 0:00,350
37823,8/20/21 0:00,350
37823,8/27/21 0:00,350
37823,3/9/21 0:00,350
37823,10/9/21 0:00,350
37823,9/17/21 0:00,350
37823,9/24/21 0:00,350
37823,1/10/21 0:00,350
37823,8/10/21 0:00,350
37823,10/15/21 0:00,350
37823,10/22/21 0:00,350
37823,10/30/21 0:00,350
37823,6/11/21 0:00,350
37823,11/14/21 0:00,350
37823,11/21/21 0:00,350
39178,9/15/21 0:00,350
39178,9/24/21 0:00,350
39178,6/10/21 0:00,350
39178,10/14/21 0:00,350
39178,10/25/21 0:00,350
39178,1/11/21 0:00,350
39178,9/11/21 0:00,350
39178,11/17/21 0:00,350
39178,11/24/21 0:00,350
39178,1/12/21 0:00,350
39178,8/12/21 0:00,350
39178,12/18/21 0:00,350
39178,12/29/21 0:00,350
39536,9/20/21 0:00,350
39536,9/28/21 0:00,350
39668,12/7/21 0:00,350
39668,7/20/21 0:00,350
39683,7/23/21 0:00,350
39683,7/30/21 0:00,350
39683,6/8/21 0:00,350
39683,8/21/21 0:00,350
39683,8/28/21 0:00,350
39683,4/9/21 0:00,350
39683,9/18/21 0:00,350
39683,9/26/21 0:00,350
39683,5/10/21 0:00,350
39683,12/10/21 0:00,350
39683,10/19/21 0:00,350
39683,10/26/21 0:00,350
39683,2/11/21 0:00,350
39683,9/11/21 0:00,350
39683,11/16/21 0:00,350
39683,11/23/21 0:00,350
39683,11/30/21 0:00,350
39683,8/12/21 0:00,350
39683,12/15/21 0:00,350
39683,12/22/21 0:00,350
39683,12/29/21 0:00,350
39982,9/13/21 0:00,350
39982,9/20/21 0:00,350
39982,9/27/21 0:00,350
39982,4/10/21 0:00,350
39982,11/10/21 0:00,350
39982,10/18/21 0:00,350
39982,10/27/21 0:00,350
39982,3/11/21 0:00,350
39982,10/11/21 0:00,350
39982,11/17/21 0:00,350
39982,11/29/21 0:00,350
39982,10/12/21 0:00,350
39982,12/17/21 0:00,350
39982,12/24/21 0:00,350
39982,12/31/21 0:00,350
40219,7/13/21 0:00,350
40219,7/21/21 0:00,350
40219,2/8/21 0:00,350
40219,8/16/21 0:00,350
40219,8/27/21 0:00,350
41011,7/22/21 0:00,350
41011,7/29/21 0:00,350
41011,5/8/21 0:00,350
41011,8/19/21 0:00,350
41011,8/31/21 0:00,350
41011,7/9/21 0:00,350
41011,9/21/21 0:00,350
41011,9/28/21 0:00,350
41011,7/10/21 0:00,350
41011,10/14/21 0:00,350
41011,5/11/21 0:00,350
41011,12/11/21 0:00,350
41011,11/19/21 0:00,350
41011,11/26/21 0:00,350
41011,4/12/21 0:00,350
41011,11/12/21 0:00,350
41011,12/18/21 0:00,350
41011,12/25/21 0:00,350
41082,4/10/21 0:00,350
41082,11/10/21 0:00,350
41082,10/18/21 0:00,350
41082,10/25/21 0:00,350
41082,1/11/21 0:00,350
41082,8/11/21 0:00,350
41082,11/15/21 0:00,350
41082,11/22/21 0:00,350
41082,11/29/21 0:00,350
41082,12/14/21 0:00,350
41082,12/21/21 0:00,350
41580,12/11/21 0:00,350
41580,11/19/21 0:00,350
41580,11/26/21 0:00,350
41580,3/12/21 0:00,350
42413,7/28/21 0:00,350
42413,4/8/21 0:00,350
42413,11/8/21 0:00,350
42413,8/18/21 0:00,350
42413,8/25/21 0:00,350
42413,1/9/21 0:00,350
42413,8/9/21 0:00,350
42413,9/15/21 0:00,350
42413,9/22/21 0:00,350
42413,9/29/21 0:00,350
42413,6/10/21 0:00,350
42413,10/13/21 0:00,350
42413,10/20/21 0:00,350
42413,10/27/21 0:00,350
42413,6/11/21 0:00,350
42413,11/13/21 0:00,350
42413,11/21/21 0:00,350
42413,11/28/21 0:00,350
42413,5/12/21 0:00,350
42413,12/14/21 0:00,350
42413,12/22/21 0:00,350
42413,12/29/21 0:00,350
43365,4/9/21 0:00,350
43365,10/15/21 0:00,350
43365,10/23/21 0:00,350
43365,10/30/21 0:00,350
43365,8/11/21 0:00,350
43365,11/15/21 0:00,350
43365,4/12/21 0:00,350
43365,11/12/21 0:00,350
43365,12/18/21 0:00,350
43365,12/25/21 0:00,350
43946,7/13/21 0:00,350
43946,7/25/21 0:00,350
43946,8/21/21 0:00,350
43946,4/9/21 0:00,350
43946,9/25/21 0:00,350
43946,3/10/21 0:00,350
43946,10/10/21 0:00,350
43946,10/19/21 0:00,350
43946,10/30/21 0:00,350
43946,9/11/21 0:00,350
43946,11/20/21 0:00,350
